V3-T032|swarm|Show a rough token estimate on each task card in SwarmBoardPanel.xaml computed from the description length divided by four, exposed as an EstimatedTokens property on SwarmTask in SwarmTask.cs and rendered via SwarmBoardPanel.xaml.cs.
V3-T033|swarm|Add a run-history panel to the Swarm Board: create Services/Swarm/RunHistoryReader.cs that lists past runs from .orc/swarm/runs/ with goal and date, and render them in a side list in SwarmBoardPanel.xaml with click-to-view details.
V3-T034|swarm|Color-code task cards by role in SwarmBoardPanel.xaml using a role-to-brush converter, with the brush mapping defined as static resources and applied through a value converter class referenced from SwarmBoardPanel.xaml.cs.
V3-T035|swarm|Add a replan button that appears on failed task cards in SwarmBoardPanel.xaml: clicking it calls a new ReplanTask method on SwarmSession.cs that asks the boss for a revised task description and requeues it.
V3-T036|swarm|Create Services/Swarm/SwarmMetricsAggregator.cs that scans .orc/swarm/runs/*/swarm_run.json and computes average task duration per role, and show the four per-role averages in a stats row at the bottom of SwarmBoardPanel.xaml.
V3-T037|swarm|Show a Windows toast notification when a swarm run completes: create Services/NotificationService.cs wrapping the Windows toast API, and trigger it from the OnSwarmComplete handler in SwarmBoardPanel.xaml.cs with the run's goal and duration.
V3-T038|swarm|Group task cards into priority columns on the Swarm Board: lay out one column per priority value in SwarmBoardPanel.xaml with a column header showing the priority number, restructuring the items panel binding in SwarmBoardPanel.xaml.cs.
V3-T039|swarm|Add a character counter under the goal input in SwarmBoardPanel.xaml that turns amber above 400 characters and red above 600, updated on every keystroke in SwarmBoardPanel.xaml.cs.
V3-T040|swarm|Add a free-text notes field to the Swarm Board in SwarmBoardPanel.xaml whose contents are saved alongside the run output as run_notes.txt in the run folder when the run completes, written from SwarmBoardPanel.xaml.cs.
V3-T041|swarm|Add an 'Archive Run' button to the Swarm Board in SwarmBoardPanel.xaml that zips the selected run folder under .orc/swarm/runs/ into .orc/swarm/archive/ using System.IO.Compression in SwarmBoardPanel.xaml.cs and deletes the original folder after a confirmation dialog.
V3-T042|swarm|Add role and status filter chips above the task list in SwarmBoardPanel.xaml so the board shows only matching task cards, with the filter logic applied through a CollectionViewSource in SwarmBoardPanel.xaml.cs.
V3-T043|swarm|Add a total elapsed run timer to the Swarm Board header in SwarmBoardPanel.xaml that starts when a run launches and freezes when it completes, driven by a DispatcherTimer in SwarmBoardPanel.xaml.cs.
V3-T044|swarm|Add auto-scroll to the swarm activity feed in SwarmBoardPanel.xaml: keep the newest entry visible as entries arrive, with a pause-on-hover behavior and a toggle button to disable auto-scroll, implemented in SwarmBoardPanel.xaml.cs.
V3-T045|swarm|Write the boss plan to plan.json inside the run folder as soon as decomposition finishes: add the serialization in SwarmSession.cs right after OnTasksPlanned fires, including goal, runId, and the full task list with roles and priorities.
V3-T046|ollama|Add a cached model list to OllamaClient.cs: a GetModelsCachedAsync method with a 60-second TTL and a ForceRefresh flag, plus a refresh button in the model selection area of MainWindow.xaml that calls the force path.
V3-T047|ollama|Add per-role temperature settings: numeric inputs for boss, coder, and researcher temperature in the settings area of MainWindow.xaml, persisted to app settings and passed through the request options in OllamaClient.cs.
V3-T048|ollama|Create Services/OllamaPsMonitor.cs that polls the Ollama /api/ps endpoint every 15 seconds and exposes the list of loaded models with their VRAM usage, displayed as a compact loaded-models row in the MainWindow.xaml status bar.
V3-T049|ollama|Add a context-length selector to the model settings in MainWindow.xaml offering 4k, 8k, 16k, and 32k, persisted per model in app settings and sent as num_ctx in the request options built by OllamaClient.cs.
V3-T050|ollama|Create Services/OllamaLogTail.cs that tails the Ollama server log file and raises an OnLine event for each new line, and surface lines containing 'error' in the activity log via a subscription in MainWindow.xaml.cs.
V3-T051|ollama|Add a keep-alive setting: a ComboBox in MainWindow.xaml settings offering 0, 5m, 30m, and -1, persisted in app settings and passed as the keep_alive field on every generate request in OllamaClient.cs.
V3-T052|ollama|Create Services/ModelAliasStore.cs that maps model ids to user-friendly aliases persisted in .orc/model_aliases.json with Get, Set, and Remove methods, and show the alias instead of the raw id in the model dropdowns in MainWindow.xaml.
V3-T053|ollama|Add an embeddings wrapper to the Ollama layer: a GetEmbeddingsAsync(string model, string text) method on OllamaClient.cs calling /api/embeddings, with a small Services/EmbeddingCache.cs that memoizes results by text hash in memory.
V3-T054|ollama|Add a configurable request timeout: a numeric seconds input in the MainWindow.xaml settings area persisted to app settings, applied as a per-request CancellationToken timeout inside OllamaClient.cs with a clear timeout message in the activity log.
V3-T055|ollama|Show a live tokens-per-second meter during generation: count streamed tokens in OllamaClient.cs, expose an OnThroughput event, and render the rate next to the activity indicator in MainWindow.xaml via MainWindow.xaml.cs.
V3-T056|ollama|Detect the OLLAMA_NUM_PARALLEL setting at startup: create Services/ParallelSlotDetector.cs that reads the environment variable and probes concurrent requests to confirm the slot count, exposing a SlotCount property shown in the settings panel in MainWindow.xaml.
V3-T057|ollama|Add a fallback-host list to OllamaClient.cs: accept an ordered list of host URLs, try the next host when a connection fails, raise an OnHostSwitched event, and show the active host in the MainWindow.xaml status bar.
V3-T058|model_wiki|Add sortable column headers to the Model Wiki list in ModelWikiWindow.xaml for name, size, and family: clicking a header toggles ascending/descending sort applied through a CollectionViewSource in ModelWikiWindow.xaml.cs.
V3-T059|model_wiki|Group the Model Wiki list by model family with collapsible group headers in ModelWikiWindow.xaml using CollectionViewSource grouping configured in ModelWikiWindow.xaml.cs, with each header showing the family name and model count.
V3-T060|model_wiki|Add a star/favorite toggle to each Model Wiki row in ModelWikiWindow.xaml: starred model ids persist to .orc/model_favorites.json via a small Services/ModelFavoritesStore.cs, and starred models sort to the top of the list.
V3-T061|model_wiki|Add a per-model notes field to the Model Wiki detail pane in ModelWikiWindow.xaml: a multiline TextBox whose contents save to .orc/model_notes.json keyed by model id via ModelWikiWindow.xaml.cs, loaded when the selection changes.
V3-T062|model_wiki|Add an F5 refresh shortcut to the Model Wiki: a KeyBinding in ModelWikiWindow.xaml that re-queries the installed model list, preserves the current selection and scroll position, and shows a 'refreshed' status text for 2 seconds via ModelWikiWindow.xaml.cs.
V3-T063|model_wiki|Render a small capability sparkline next to each model in the Model Wiki list: draw the seven GOBLIN MIND category scores as a mini bar strip in a custom-drawn element in ModelWikiWindow.xaml, populated from the model's capability profile in ModelWikiWindow.xaml.cs.
V3-T064|model_wiki|Add a column chooser menu to the Model Wiki in ModelWikiWindow.xaml: a header context menu with checkable items per column whose visibility choices persist to app settings and are applied in ModelWikiWindow.xaml.cs on load.
V3-T065|model_wiki|Create Services/ByteSizeFormatter.cs with a static Format(long bytes) method that renders sizes as GB or MB with one decimal place, and replace the raw size text in the Model Wiki list in ModelWikiWindow.xaml.cs with the formatted value.
V3-T066|model_wiki|Detect duplicate models in the Model Wiki: flag models sharing the same digest with a warning icon and a tooltip naming the duplicates, computed when the list loads in ModelWikiWindow.xaml.cs and rendered in ModelWikiWindow.xaml.
V3-T067|model_wiki|Show a last-used timestamp per model in the Model Wiki list: create Services/ModelUsageTracker.cs that records each model use to .orc/model_usage.json, and render a relative '2h ago' style column in ModelWikiWindow.xaml.
V3-T068|csharp_core|Create Services/SettingsStore.cs, a centralized JSON-backed settings service with typed Get<T> and Set<T> methods, debounced writes to .orc/settings.json, and a SettingChanged event so panels can react to changes made elsewhere in the app.
V3-T069|csharp_core|Create Services/FileWatcherService.cs that wraps FileSystemWatcher over the open workspace, debounces rapid change bursts to one event per file per second, and raises FileChanged events that MainWindow.xaml.cs uses to refresh the file explorer node for the changed path.
V3-T070|csharp_core|Create Services/RelativePathHelper.cs with methods to convert absolute paths to workspace-relative display paths and back, handling paths outside the workspace by returning the absolute form, and use it for the editor tab tooltips in MainWindow.xaml.cs.
V3-T071|csharp_core|Create Services/DebounceDispatcher.cs, a reusable debounce utility with Debounce(TimeSpan, Action) and Throttle(TimeSpan, Action) methods safe to call from the UI thread, and document its intended use for search boxes and file watchers in XML doc comments.
V3-T072|csharp_core|Create Services/JsonRepair.cs with a TryParseLenient method that tolerates trailing commas and line comments when reading config JSON, returning a cleaned document plus a list of repairs made, and use it when loading .orc/settings.json.
V3-T073|csharp_core|Create Services/ProcessRunner.cs, a unified wrapper around Process.Start with a RunAsync(string exe, string args, TimeSpan timeout) method that captures stdout and stderr, kills the process tree on timeout, and returns an exit-code-plus-output result record.
V3-T074|csharp_core|Create Services/LogRotator.cs that rotates the activity log file daily into .orc/logs/activity_<date>.log keeping the newest 7 files, invoked once at startup, with the rotation result written as the first activity-log entry of the session.
V3-T075|csharp_core|Create Services/TokenEstimator.cs with an Estimate(string text) method using a characters-divided-by-four heuristic plus a words-times-1.3 cross-check that returns the larger value, and show the estimate live under the goal input in SwarmBoardPanel.xaml.cs.
V3-T076|csharp_core|Add a global crash handler: create Services/CrashReporter.cs that subscribes to AppDomain.UnhandledException and DispatcherUnhandledException, writes a crash_<timestamp>.log with the exception and loaded model context into .orc/crashes/, and shows a final error dialog before exit.
V3-T077|csharp_core|Enforce a single running instance: create Services/SingleInstanceGuard.cs using a named Mutex that detects an existing instance at startup, activates the existing main window via a named pipe ping, and exits the duplicate process cleanly.
V3-T078|csharp_core|Create Services/ClipboardHistory.cs that records the last 10 texts copied from within the app with timestamps, and add a clipboard-history flyout to the editor context menu in MainWindow.xaml that pastes the selected entry.
V3-T079|csharp_core|Create Services/TempFileCleaner.cs that deletes files older than 24 hours from .orc/tmp/ at startup on a background task, logging the count and reclaimed bytes to the activity log, and never following symlinks or leaving partial deletes unreported.
V3-T080|csharp_core|Create Services/SemverComparer.cs that parses version strings like 0.31.2 into comparable records, handles missing patch segments and pre-release suffixes, and exposes IsAtLeast(string actual, string required) used by the Ollama version gate.
V3-T081|csharp_core|Create Services/RetryPolicy.cs, a generic helper with ExecuteAsync(Func<Task<T>>, int attempts, TimeSpan baseDelay) implementing exponential backoff with jitter and an OnRetry callback, designed so network call sites across the app can share one retry implementation.
V3-T082|csharp_core|Create Services/PathSafety.cs with an IsInsideWorkspace(string path, string workspaceRoot) check that resolves symlinks and relative segments before comparing, and guard all file writes in the agent tool layer with it, logging any blocked write attempt.
V3-T083|testing|Create an NUnit test class T14_SettingsStoreTests.cs in OrchestratorIDE.UITests/Tests/ covering Services/SettingsStore.cs: Get returns the default for a missing key, Set then Get round-trips a string and an int, and the SettingChanged event fires exactly once per change. The TESTER lane should run the new tests and report results.
V3-T084|testing|Create an NUnit test class T15_TokenEstimatorTests.cs in OrchestratorIDE.UITests/Tests/ covering Services/TokenEstimator.cs: empty string returns 0, a 400-character text estimates at least 100 tokens, and the word-based cross-check wins for short words. The TESTER lane should run the new tests and report results.
V3-T085|testing|Create an NUnit test class T16_JsonRepairTests.cs in OrchestratorIDE.UITests/Tests/ covering Services/JsonRepair.cs: clean JSON parses unchanged, trailing commas are repaired and reported, line comments are stripped, and unrecoverable input returns false without throwing. The TESTER lane should run the new tests and report results.
V3-T086|testing|Create an NUnit test class T17_DebounceDispatcherTests.cs in OrchestratorIDE.UITests/Tests/ covering Services/DebounceDispatcher.cs: rapid successive calls collapse to one execution, the action receives the latest invocation, and Throttle allows at most one execution per window. The TESTER lane should run the new tests and report results.
V3-T087|testing|Create an NUnit test class T18_RelativePathHelperTests.cs in OrchestratorIDE.UITests/Tests/ covering Services/RelativePathHelper.cs: a path under the workspace returns the relative form, a path outside returns the absolute form unchanged, and mixed slash styles normalize consistently. The TESTER lane should run the new tests and report results.
V3-T088|testing|Create an NUnit test class T19_SemverComparerTests.cs in OrchestratorIDE.UITests/Tests/ covering Services/SemverComparer.cs: 0.31.0 is at least 0.30, 0.9.9 is not at least 0.30, two-segment versions parse, and pre-release suffixes do not break comparison. The TESTER lane should run the new tests and report results.
V3-T089|testing|Create an NUnit test class T20_PathSafetyTests.cs in OrchestratorIDE.UITests/Tests/ covering Services/PathSafety.cs: a child path passes, a sibling directory fails, a path escaping via dot-dot segments fails, and casing differences on Windows still match. The TESTER lane should run the new tests and report results.
V3-T090|testing|Create an NUnit test class T21_ProcessRunnerTests.cs in OrchestratorIDE.UITests/Tests/ covering Services/ProcessRunner.cs: running cmd /c echo captures stdout, a nonzero exit code is reported, and a command exceeding the timeout is killed with a timeout result. The TESTER lane should run the new tests and report results.
V3-T091|testing|Create an NUnit test class T22_LogRotatorTests.cs in OrchestratorIDE.UITests/Tests/ covering Services/LogRotator.cs using a temp directory: rotation renames the current log with today's date, an eighth archive deletes the oldest, and rotation with no existing log is a no-op. The TESTER lane should run the new tests and report results.
V3-T092|testing|Create an NUnit test class T23_ByteSizeFormatterTests.cs in OrchestratorIDE.UITests/Tests/ covering Services/ByteSizeFormatter.cs: 1536 bytes formats as 1.5 KB, values over a gigabyte format in GB with one decimal, and zero formats as 0 B. The TESTER lane should run the new tests and report results.
V3-T093|git|Add a commit-message template setting: a multiline template input in the settings area of MainWindow.xaml persisted to app settings, applied as the prefilled message by the git auto-checkpoint logic with a {goal} placeholder substituted at commit time.
V3-T094|git|Create Services/GitDiffSummary.cs that runs git diff --shortstat via Process.Start and parses files-changed, insertions, and deletions, shown as a tooltip on the uncommitted-changes badge in the MainWindow.xaml status bar.
V3-T095|git|Add a stash-before-run option for the swarm: a checkbox in SwarmBoardPanel.xaml that, when set, runs git stash push with a swarm-run label before dispatch and surfaces a restore hint in the activity log after the run, implemented in SwarmBoardPanel.xaml.cs.
V3-T096|git|Add a recent-commits panel: create Services/GitLogReader.cs that parses git log -10 --pretty into commit records, and render hash, date, and subject rows in a collapsible panel in MainWindow.xaml with a copy-hash context menu.
V3-T097|git|Add a branch create-and-switch dialog: Dialogs/NewBranchDialog.xaml with a name input and validation against existing branches, invoked from a status-bar button in MainWindow.xaml.cs that runs git checkout -b and refreshes the branch display.
V3-T098|git|Warn when generated artifacts are tracked by git: create Services/GitIgnoreAuditor.cs that checks whether .orc/ paths appear in git ls-files output at startup and posts an activity-log warning naming the offending paths with a suggested .gitignore line.
V3-T099|git|Add an undo-last-checkpoint button next to the auto-checkpoint status in MainWindow.xaml that runs git revert --no-edit HEAD via Process.Start after a confirmation dialog naming the commit subject, with the outcome written to the activity log.
V3-T100|git|Show ahead/behind counts for the current branch: create Services/GitRemoteStatus.cs that parses git rev-list --left-right --count output every 5 minutes and renders an 'ahead 2 / behind 1' badge in the MainWindow.xaml status bar, hidden when both are zero.
V3-T101|python_utility|Write training_pit/scripts/manifest_report.py that reads reviewed_v1.json and writes a markdown summary to stdout: totals per split and quality tier, the ten most recent decisions with notes, and a per-domain approval-rate table. Use argparse with a --manifest path override.
V3-T102|python_utility|Write training_pit/scripts/capture_diff.py that takes two plan capture JSON paths and prints a task-by-task comparison: tasks present in only one capture, role changes for matching titles, and a summary line of added, removed, and changed counts. Support --color to highlight differences.
V3-T103|python_utility|Write training_pit/scripts/goal_lint.py that reads a pipe-delimited goals file and flags risky prompt patterns: TESTER paired with write verbs, goals naming two language stacks, goals with no filename anchor, and goals over 700 characters. Exit 1 when any flag fires, printing one line per finding.
V3-T104|python_utility|Write training_pit/scripts/export_alpaca.py that converts train_v1.jsonl chat examples into Alpaca-format records with instruction, input, and output fields, validating that every source example has exactly one assistant turn and writing the result to train_v1_alpaca.json with a count summary.
V3-T105|python_utility|Write training_pit/scripts/staging_janitor.py that moves rejected captures older than a --days threshold from .orc/swarm/dataset-staging/ into .orc/swarm/dataset-archive/, consulting reviewed_v1.json so unreviewed files are never touched, with --dry-run previewing the moves.
V3-T106|python_utility|Write training_pit/scripts/rubric_breakdown.py that re-scores staged captures with the rubric component weights from EVAL_RUBRIC.md and prints a table of per-component averages across all captures, highlighting the weakest component, with --split filtering by manifest decision.
V3-T107|python_utility|Write training_pit/scripts/domain_balance.py that reads train_v1.jsonl, counts examples per domain tag, prints a percentage table, and exits 1 when any single domain exceeds a --max-share threshold defaulting to 30 percent.
V3-T108|python_utility|Write training_pit/scripts/token_count.py that estimates total training tokens per split by reading each JSONL file and applying a characters-divided-by-four heuristic per message, printing per-split and grand totals plus the average tokens per example.
V3-T109|python_utility|Write training_pit/scripts/dedupe_goals.py that scans train_v1.jsonl, eval_v1.jsonl, and negative_v1.jsonl for exact duplicate goal strings after whitespace normalization, printing each duplicate group with its splits and exiting 1 when any duplicate crosses splits.
V3-T110|python_utility|Write training_pit/scripts/manifest_validate.py that schema-checks every entry in reviewed_v1.json: required fields present, decision and split values from the allowed sets, decided_at parseable as ISO-8601, and file paths well-formed, printing one error line per violation and exiting nonzero on any.
V3-T111|python_utility|Write training_pit/scripts/capture_search.py that greps staged capture JSONs by a keyword searched across goal text and task titles, printing matching file, score from the filename, and the matched snippet with the keyword highlighted, with --limit to cap results.
V3-T112|python_utility|Write training_pit/scripts/plan_render.py that renders a plan capture JSON as a markdown checklist: the goal as a heading, each task as a checkbox line with role badge and title, and descriptions as indented quotes, writing to stdout or a --out file.
V3-T113|python_utility|Write training_pit/scripts/stats_timeline.py that reads decided_at timestamps from reviewed_v1.json and prints an approvals-per-day timeline as an ASCII chart with separate rows for train, eval, and negative, covering the last 14 days.
V3-T114|python_utility|Write training_pit/scripts/negative_taxonomy.py that reads negative_v1.jsonl and the manifest notes for negative entries, buckets them by failure keywords like collapse, fabrication, and role misuse, and prints counts per bucket with example ids, flagging buckets with fewer than 3 examples.
V3-T115|python_utility|Write training_pit/scripts/jsonl_head.py that pretty-prints the first N examples of any JSONL file with syntax-aware indentation, a --fields option to show only selected top-level fields, and a trailing line reporting total example count in the file.
V3-T116|python_utility|Write training_pit/scripts/encoding_check.py that scans staged capture files for invalid UTF-8 byte sequences and BOM markers, printing one line per offender, and with --fix rewrites offenders as clean UTF-8 without BOM after backing up the original to a .bak file.
V3-T117|python_utility|Write training_pit/scripts/batch_progress.py that cross-references a pipe-delimited goals file against staged captures by exact goal text match and prints which goal ids have staged captures, which are missing, and a completion percentage, with --only-missing to list just the gaps.
V3-T118|python_utility|Write training_pit/scripts/quality_promote.py that changes the quality tier of an existing manifest entry given --id and --quality, refusing to touch entries whose decision is not approved, appending an audit note with the old tier and timestamp, and printing the updated entry.
V3-T119|python_utility|Write training_pit/scripts/capture_age_report.py that buckets files in .orc/swarm/dataset-staging/ by age into today, this week, and older groups, printing counts and total bytes per bucket and the five oldest filenames with their dates.
V3-T120|python_utility|Write training_pit/scripts/role_histogram.py that reads every staged capture JSON and prints a histogram of task counts per role across all plans, plus the average tasks per plan, separating good captures from bad captures using the filename prefix.
V3-T121|powershell|Write tools/new_dataset_branch.ps1 in PowerShell that creates and switches to a git branch named dataset/<yyyyMMdd> from the current HEAD, refusing to run when the working tree is dirty and printing the created branch name in green.
V3-T122|powershell|Write tools/vram_snapshot.ps1 in PowerShell that parses nvidia-smi query output for total, used, and free VRAM plus GPU utilization, appends a timestamped row to logs/vram_history.csv, and prints the current snapshot as a one-line summary.
V3-T123|powershell|Write tools/models_report.ps1 in PowerShell that parses ollama list output into objects with name, size, and modified date, prints them as a sorted table, and exports the same rows to models_report.csv next to the script.
V3-T124|powershell|Write tools/build_all.ps1 in PowerShell that builds the main solution and the SwarmCli project in Release, stops on the first failed build with a red error summary, and ends with a table of produced exe paths and their file sizes in MB.
V3-T125|powershell|Write tools/test_quick.ps1 in PowerShell that runs only the T10 language-detection unit tests via dotnet test with a filter, parses the pass/fail counts from the output, and prints a green PASS or red FAIL line suitable for use as a pre-commit smoke check.
V3-T126|powershell|Write tools/disk_report.ps1 in PowerShell that measures the size of each top-level folder in the workspace, prints the ten largest as a table with sizes in MB, and flags any folder over 1 GB in yellow.
V3-T127|powershell|Write tools/untracked_audit.ps1 in PowerShell that lists git untracked files older than 7 days with their sizes and ages, suggesting per-file whether to commit or ignore based on extension, and supporting -Json for machine-readable output.
V3-T128|powershell|Write tools/env_doctor.ps1 in PowerShell that checks the installed versions of dotnet, python, git, and ollama against minimums defined at the top of the script, printing one PASS or FAIL line per tool and exiting 1 when anything fails.
V3-T129|powershell|Write tools/kill_orphans.ps1 in PowerShell that finds OrchestratorIDE and swarmcli processes whose parent process is gone, stops them after listing what it found, and supports -WhatIf to preview without killing anything.
V3-T130|powershell|Write tools/log_grep.ps1 in PowerShell that searches all files under .orc/swarm/runs/ for a pattern argument, printing matches with two lines of context, the containing file's run id, and a final count of matching runs.
V3-T131|powershell|Write tools/release_notes.ps1 in PowerShell that collects git commits since the most recent tag, groups them by conventional-commit prefix into Added, Fixed, and Changed sections, and writes RELEASE_NOTES_DRAFT.md with the grouped bullets.
V3-T132|powershell|Write tools/startup_bench.ps1 in PowerShell that launches the OrchestratorIDE Release exe three times, measures milliseconds until the main window handle appears using Get-Process MainWindowHandle polling, closes it each time, and prints the three timings with their average.
V3-T133|powershell|Write tools/backup_manifest.ps1 in PowerShell that copies reviewed_v1.json to backups/manifests/reviewed_v1_<timestamp>.json, prunes the folder to the newest 20 copies, and prints the backup path and the count of retained backups.
V3-T134|powershell|Write tools/port_check.ps1 in PowerShell that verifies port 11434 is listening, calls the Ollama /api/version endpoint, and prints a green READY line with the server version or a red DOWN line with the failing check named.
V3-T135|powershell|Write tools/weekly_digest.ps1 in PowerShell that runs the dataset review status command and the phase 3 preflight check, captures both outputs, and writes a dated markdown digest to docs/status/digest_<yyyyMMdd>.md with a heading per section and a final gate-summary line.
V3-T136|training_pit|Add a --quality filter to the --list command in review_captures.py so reviewers can show only entries of a given tier, combinable with the existing --domain filter, with the active filters echoed in the table header line.
V3-T137|training_pit|Add a --batch-reject option to review_captures.py that reads capture paths one per line from a text file and rejects each with a shared --note, printing a per-file result line and a final count, skipping paths already decided in the manifest.
V3-T138|training_pit|After every successful export in review_captures.py, print a summary line with the example count written, the output file size in KB, and the per-quality-tier breakdown, so export results are visible without opening the JSONL.
V3-T139|training_pit|Add a --json flag to phase3_preflight.py that emits the nine check results as a JSON object with name, passed, and detail fields plus an overall ready boolean, keeping the human-readable output as the default.
V3-T140|training_pit|Extend --inspect in review_captures.py to print the rubric component breakdown for the capture: per-component points for task count, description depth, filename presence, API contract, domain accuracy, and JSON validity, alongside the existing preview.
